id,sample_name,position_in_run,mode,order,pred_score,justification,clamped,raw_json
Poor Essays/poor_essay_37.docx,Poor Essays/poor_essay_37.docx,0,fewshot,original,4,"While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 4,
    ""justification"": ""While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 3,
    ""justification"": ""The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.""
  }
]"
Average Essays/average_essay_1.docx,Average Essays/average_essay_1.docx,1,fewshot,original,7,The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 4,
    ""justification"": ""While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 3,
    ""justification"": ""The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.""
  }
]"
Average Essays/average_essay_53.docx,Average Essays/average_essay_53.docx,2,fewshot,original,9,"This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 4,
    ""justification"": ""While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 3,
    ""justification"": ""The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.""
  }
]"
Poor Essays/poor_essay_41.docx,Poor Essays/poor_essay_41.docx,3,fewshot,original,3,"The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 4,
    ""justification"": ""While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 3,
    ""justification"": ""The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.""
  }
]"
Average Essays/average_essay_89.docx,Average Essays/average_essay_89.docx,4,fewshot,original,8,"The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 4,
    ""justification"": ""While the poem is technically sound with consistent rhythm and rhyme, it is intellectually simple and lacks the descriptive depth or complexity of a higher-level composition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 7,
    ""justification"": ""The essay is a compelling and well-structured narrative that effectively uses dialogue and specific medical details to support its emotional arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This exemplary essay demonstrates professional-grade polish, specific academic focus, and a sophisticated integration of personal history with future goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 3,
    ""justification"": ""The story follows a logical sequence but is fundamentally limited by its repetitive sentence structure, lack of descriptive detail, and cliché plot development.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""The writing is highly insightful and well-organized, using a creative procedural structure to offer thoughtful reflections on the nature of collaboration.""
  }
]"
Average Essays/average_essay_58.docx,Average Essays/average_essay_58.docx,0,fewshot,original,8,This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 6,
    ""justification"": ""While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.""
  }
]"
Exceptional Essays/researchpaper70.docx,Exceptional Essays/researchpaper70.docx,1,fewshot,original,10,"This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 6,
    ""justification"": ""While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.""
  }
]"
Average Essays/average_essay_90.docx,Average Essays/average_essay_90.docx,2,fewshot,original,8,"The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 6,
    ""justification"": ""While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.""
  }
]"
Poor Essays/poor_essay_67.docx,Poor Essays/poor_essay_67.docx,3,fewshot,original,6,"While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 6,
    ""justification"": ""While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.""
  }
]"
Average Essays/average_essay_61.docx,Average Essays/average_essay_61.docx,4,fewshot,original,9,"This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""This is a polished and well-structured personal narrative that effectively uses specific cultural details to explore themes of identity and belonging with strong clarity.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""This scientific excerpt demonstrates exceptional technical depth, professional structural organization, and sophisticated synthesis of existing research, matching the highest academic standards.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The essay provides a thoughtful reflection on political polarization, using a clear narrative arc and logical progression to advocate for emotional intelligence and open-mindedness.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 6,
    ""justification"": ""While clear and adequately organized, this essay follows a very formulaic five-paragraph structure and lacks the depth or stylistic sophistication of higher-scoring pieces.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""This essay is exemplary for its sophisticated use of an extended metaphor and its insightful, rhythmic prose that explores racial identity with significant depth.""
  }
]"
Exceptional Essays/researchpaper48.docx,Exceptional Essays/researchpaper48.docx,0,fewshot,original,10,"This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 10,
    ""justification"": ""This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 10,
    ""justification"": ""This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 1,
    ""justification"": ""The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.""
  }
]"
Exceptional Essays/researchpaper65.docx,Exceptional Essays/researchpaper65.docx,1,fewshot,original,10,The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 10,
    ""justification"": ""This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 10,
    ""justification"": ""This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 1,
    ""justification"": ""The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.""
  }
]"
Exceptional Essays/researchpaper58.docx,Exceptional Essays/researchpaper58.docx,2,fewshot,original,10,"This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 10,
    ""justification"": ""This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 10,
    ""justification"": ""This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 1,
    ""justification"": ""The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.""
  }
]"
Poor Essays/poor_essay_87.docx,Poor Essays/poor_essay_87.docx,3,fewshot,original,1,The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 10,
    ""justification"": ""This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 10,
    ""justification"": ""This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 1,
    ""justification"": ""The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.""
  }
]"
Poor Essays/poor_essay_33.docx,Poor Essays/poor_essay_33.docx,4,fewshot,original,6,"The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 10,
    ""justification"": ""This is a highly sophisticated academic paper featuring flawless technical language, professional structure, and deep insight into machine learning concepts.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 10,
    ""justification"": ""The text demonstrates exemplary command over complex mathematical geometry and AI interpretability with perfect clarity and logical flow.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 10,
    ""justification"": ""This excerpt is a polished research contribution with seamless transitions, precise terminology, and a high level of technical depth regarding LLM alignment.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 1,
    ""justification"": ""The writing is fundamentally flawed due to pervasive spelling and grammatical errors that significantly impede readability and professional standards.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 6,
    ""justification"": ""The essay is a clear and well-structured personal narrative with good transitions and correct mechanics, representing a solid but standard student-level work.""
  }
]"
