id,sample_name,position_in_run,mode,order,pred_score,justification,clamped,raw_json
Average Essays/average_essay_89.docx,Average Essays/average_essay_89.docx,0,zeroshot,reversed,8,The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 4,
    ""justification"": ""The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 7,
    ""justification"": ""A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 5,
    ""justification"": ""The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.""
  }
]"
Poor Essays/poor_essay_41.docx,Poor Essays/poor_essay_41.docx,1,zeroshot,reversed,4,"The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 4,
    ""justification"": ""The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 7,
    ""justification"": ""A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 5,
    ""justification"": ""The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.""
  }
]"
Average Essays/average_essay_53.docx,Average Essays/average_essay_53.docx,2,zeroshot,reversed,9,This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 4,
    ""justification"": ""The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 7,
    ""justification"": ""A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 5,
    ""justification"": ""The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.""
  }
]"
Average Essays/average_essay_1.docx,Average Essays/average_essay_1.docx,3,zeroshot,reversed,7,"A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 4,
    ""justification"": ""The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 7,
    ""justification"": ""A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 5,
    ""justification"": ""The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.""
  }
]"
Poor Essays/poor_essay_37.docx,Poor Essays/poor_essay_37.docx,4,zeroshot,reversed,5,The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 8,
    ""justification"": ""The essay effectively uses a creative culinary metaphor to explore the complexities of collaboration and interpersonal growth with good flow and clear structure.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 4,
    ""justification"": ""The writing is very basic and lacks descriptive depth, utilizing a simplistic narrative structure that fails to engage the reader or develop the scene.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This highly polished essay demonstrates a sophisticated understanding of the field and masterfully connects personal history with specific academic and institutional goals.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 7,
    ""justification"": ""A compelling narrative of resilience that maintains a clear focus and good emotional resonance, though it lacks the high-level stylistic polish of top-tier writing.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 5,
    ""justification"": ""The poem follows a consistent meter and rhyme scheme but relies on highly cliché imagery and lacks original insight or depth.""
  }
]"
Average Essays/average_essay_61.docx,Average Essays/average_essay_61.docx,0,zeroshot,reversed,9,"This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 9,
    ""justification"": ""This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 6,
    ""justification"": ""The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 4,
    ""justification"": ""This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.""
  }
]"
Poor Essays/poor_essay_67.docx,Poor Essays/poor_essay_67.docx,1,zeroshot,reversed,6,"The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 9,
    ""justification"": ""This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 6,
    ""justification"": ""The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 4,
    ""justification"": ""This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.""
  }
]"
Average Essays/average_essay_90.docx,Average Essays/average_essay_90.docx,2,zeroshot,reversed,8,"The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 9,
    ""justification"": ""This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 6,
    ""justification"": ""The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 4,
    ""justification"": ""This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.""
  }
]"
Exceptional Essays/researchpaper70.docx,Exceptional Essays/researchpaper70.docx,3,zeroshot,reversed,4,This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 9,
    ""justification"": ""This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 6,
    ""justification"": ""The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 4,
    ""justification"": ""This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.""
  }
]"
Average Essays/average_essay_58.docx,Average Essays/average_essay_58.docx,4,zeroshot,reversed,8,A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.,False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 9,
    ""justification"": ""This essay demonstrates exceptional voice and a creative, well-integrated metaphor that provides deep insight into identity and self-definition.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 6,
    ""justification"": ""The writing is clear and follows a logical structure, but it relies on a very basic persuasive template and lacks stylistic sophistication.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 8,
    ""justification"": ""The piece offers a thoughtful and mature analysis of polarization, effectively using a personal relationship to anchor a broader social discussion.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 4,
    ""justification"": ""This submission is an academic paper fragment with significant formatting errors and highly technical content that does not function as a standard essay.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 8,
    ""justification"": ""A well-developed narrative that effectively uses sensory details to illustrate a journey from cultural isolation to a sense of unique identity.""
  }
]"
Poor Essays/poor_essay_33.docx,Poor Essays/poor_essay_33.docx,0,zeroshot,reversed,7,"The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 7,
    ""justification"": ""The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 2,
    ""justification"": ""The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 9,
    ""justification"": ""The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.""
  }
]"
Poor Essays/poor_essay_87.docx,Poor Essays/poor_essay_87.docx,1,zeroshot,reversed,2,"The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 7,
    ""justification"": ""The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 2,
    ""justification"": ""The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 9,
    ""justification"": ""The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.""
  }
]"
Exceptional Essays/researchpaper58.docx,Exceptional Essays/researchpaper58.docx,2,zeroshot,reversed,9,"This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 7,
    ""justification"": ""The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 2,
    ""justification"": ""The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 9,
    ""justification"": ""The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.""
  }
]"
Exceptional Essays/researchpaper65.docx,Exceptional Essays/researchpaper65.docx,3,zeroshot,reversed,9,"The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 7,
    ""justification"": ""The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 2,
    ""justification"": ""The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 9,
    ""justification"": ""The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.""
  }
]"
Exceptional Essays/researchpaper48.docx,Exceptional Essays/researchpaper48.docx,4,zeroshot,reversed,9,"The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.",False,"[
  {
    ""id"": ""1"",
    ""pred_score"": 7,
    ""justification"": ""The essay is well-organized and grammatically correct, but it follows a very basic narrative structure with limited vocabulary and depth compared to professional or high-level academic writing.""
  },
  {
    ""id"": ""2"",
    ""pred_score"": 2,
    ""justification"": ""The writing is severely hindered by pervasive spelling and grammatical errors, making it difficult to read and professionally unacceptable despite following a basic story arc.""
  },
  {
    ""id"": ""3"",
    ""pred_score"": 9,
    ""justification"": ""This is a sophisticated academic text with high-level conceptual depth and professional structure, though minor text extraction artifacts slightly impact the absolute clarity of the flow.""
  },
  {
    ""id"": ""4"",
    ""pred_score"": 9,
    ""justification"": ""The content demonstrates exemplary knowledge and complex logical progression, maintaining a professional tone and clear structure characteristic of high-level research.""
  },
  {
    ""id"": ""5"",
    ""pred_score"": 9,
    ""justification"": ""The essay provides a thorough and insightful exploration of a technical subject, featuring excellent transitions and a logical progression of ideas despite minor formatting noise.""
  }
]"
